Iter. i, x_i,                 x_i+1,               f(x_i+1)
1,       1.5,                 1.4,                 -4.147883715482887
2,       1.4,                 1.349437857061442,   -2.844093061999059
3,       1.349437857061442,   1.2391414382712755,  -1.414670122532809
4,       1.2391414382712755,  1.1299833689715917,  -0.7396754185314327
5,       1.1299833689715917,  1.0103653332793263,  -0.33313293967155455
6,       1.0103653332793263,  0.9123467744815977,  -0.13027157280787316
7,       0.9123467744815977,  0.8494021536483879,  -0.037558956387836684
8,       0.8494021536483879,  0.8239025575846474,  -0.0062313438984926695
9,       0.8239025575846474,  0.8188304585729571,  -0.00037356663410581525
